side,b,kv,truth,model,ape,stratum
new,4,261692,12.809909880161285,11.004731743014418,0.14092044003701762,B
old,4,261692,12.809909880161285,11.694657502346217,0.0870616880406208,B
new,4,261696,12.81857118010521,11.004774132743478,0.14149759921580002,B
old,4,261696,12.81857118010521,11.694700105181255,0.08767522207687505,B
new,4,261700,12.809909880161285,11.004816522472538,0.14091382176577966,B
old,4,261700,12.809909880161285,11.694742708016292,0.08705503649733344,B
new,4,261704,12.81857118010521,11.004858912201598,0.14149098541642025,B
old,4,261704,12.81857118010521,11.69478531085133,0.08766857502792724,B
new,4,261708,12.809909880161285,11.004901301930659,0.14090720349454172,B
old,4,261708,12.809909880161285,11.694827913686368,0.08704838495404608,B
new,4,261712,12.81857118010521,11.004943691659719,0.14148437161704047,B
old,4,261712,12.81857118010521,11.694870516521405,0.08766192797897944,B
new,4,261716,12.809909880161285,11.004986081388779,0.1409005852233038,B
old,4,261716,12.809909880161285,11.694913119356443,0.08704173341075871,B
new,4,261720,12.807897292077541,11.00502847111784,0.14076227969714322,B
old,4,261720,12.807897292077541,11.69495572219148,0.08689494805478201,B
new,4,261724,12.805884703993797,11.0050708608469,0.1406239306984604,B
old,4,261724,12.805884703993797,11.694998325026518,0.08674811656088276,B
new,4,261728,12.805255129933357,11.00511325057596,0.14057836888774008,B
old,4,261728,12.805255129933357,11.695040927861555,0.08669988928815509,B
new,4,261732,12.804625555872917,11.00515564030502,0.14053280259668036,B
old,4,261732,12.804625555872917,11.695083530696593,0.0866516572729787,B
new,4,261736,12.805255129933357,11.00519803003408,0.1405717482107399,B
old,4,261736,12.805255129933357,11.69512613353163,0.08669323532701097,B
new,4,261740,12.804625555872917,11.00524041976314,0.14052618159415667,B
old,4,261740,12.804625555872917,11.695168736366668,0.08664500298467458,B
new,4,261744,12.805255129933357,11.0052828094922,0.14056512753373968,B
old,4,261744,12.805255129933357,11.695211339201705,0.08668658136586685,B
new,4,261748,12.805884703993797,11.00532519922126,0.14060406964393427,B
old,4,261748,12.805884703993797,11.695253942036743,0.08672815565883392,B
new,4,261752,12.805255129933357,11.005367588950321,0.14055850685673948,B
old,4,261752,12.805255129933357,11.69529654487178,0.08667992740472273,B
new,4,261756,12.805884703993797,11.005409978679381,0.14059744929242557,B
old,4,261756,12.805884703993797,11.695339147706818,0.08672150202481764,B
new,4,261760,12.805255129933357,11.005452368408442,0.14055188617973927,B
old,4,261760,12.805255129933357,11.695381750541856,0.08667327344357861,B
new,4,261764,12.805884703993797,11.005494758137502,0.14059082894091685,B
old,4,261764,12.805884703993797,11.695424353376893,0.08671484839080135,B
new,4,261768,12.807897292077541,11.005537147866562,0.14072256382988393,B
old,4,261768,12.807897292077541,11.69546695621193,0.08685503252385668,B
new,4,261772,12.809909880161285,11.005579537595622,0.14085425732463822,B
old,4,261772,12.809909880161285,11.695509559046968,0.0869951726077472,B
new,4,261776,12.810960412025452,11.005621927324682,0.14092140063176886,B
old,4,261776,12.810960412025452,11.695552161882006,0.0870667158643648,B
new,4,261780,12.827232480049133,11.005664317053743,0.14200788563149308,B
old,4,261780,12.827232480049133,11.695594764717043,0.08822150195626262,B
new,4,261784,12.83242367208004,11.005706706782803,0.14235167198162962,B
old,4,261784,12.83242367208004,11.69563736755208,0.08858703028963309,B
new,4,261788,12.83242367208004,11.005749096511863,0.14234836865170977,B
old,4,261788,12.83242367208004,11.695679970387118,0.08858371035287553,B
new,4,261792,12.83242367208004,11.005791486240923,0.14234506532178992,B
old,4,261792,12.83242367208004,11.695722573222156,0.08858039041611797,B
