side,b,kv,truth,model,ape,stratum
old,4,637,7.6791662722826,7.294706887478242,0.050065250728068916,B
new,4,641,7.6791662722826,7.2946406035043765,0.050073882390871224,B
old,4,641,7.6791662722826,7.2946406035043765,0.050073882390871224,B
new,4,645,7.6791662722826,7.294574319530511,0.05008251405367353,B
old,4,645,7.6791662722826,7.294574319530511,0.05008251405367353,B
new,4,649,7.67926499247551,7.294508035556646,0.050103357195755815,B
old,4,649,7.67926499247551,7.294508035556646,0.050103357195755815,B
new,4,653,7.67926499247551,7.294441751582781,0.05011198874759446,B
old,4,653,7.67926499247551,7.294441751582781,0.05011198874759446,B
new,4,657,7.681692019104958,7.294375467608916,0.050420734199282655,B
old,4,657,7.681692019104958,7.294375467608916,0.050420734199282655,B
new,4,661,7.681692019104958,7.29430918363505,0.05042936302398694,B
old,4,661,7.681692019104958,7.29430918363505,0.05042936302398694,B
new,4,665,7.67926499247551,7.294242899661185,0.05013788340311038,B
old,4,665,7.67926499247551,7.294242899661185,0.05013788340311038,B
new,4,669,7.67926499247551,7.29417661568732,0.05014651495494902,B
old,4,669,7.67926499247551,7.29417661568732,0.05014651495494902,B
new,4,673,7.67926499247551,7.294110331713455,0.050155146506787665,B
old,4,673,7.67926499247551,7.294110331713455,0.050155146506787665,B
new,4,677,7.67926499247551,7.29404404773959,0.050163778058626304,B
old,4,677,7.67926499247551,7.29404404773959,0.050163778058626304,B
new,4,681,7.67926499247551,7.293977763765724,0.050172409610464944,B
old,4,681,7.67926499247551,7.293977763765724,0.050172409610464944,B
new,4,685,7.67926499247551,7.293911479791859,0.05018104116230358,B
old,4,685,7.67926499247551,7.293911479791859,0.05018104116230358,B
new,4,689,7.6791662722826,7.293845195817994,0.050177462344498935,B
old,4,689,7.6791662722826,7.293845195817994,0.050177462344498935,B
new,4,693,7.673947140574455,7.293778911844129,0.049540115636223674,B
old,4,693,7.673947140574455,7.293778911844129,0.049540115636223674,B
new,4,697,7.665986195206642,7.2937126278702635,0.04856173202727033,B
old,4,697,7.665986195206642,7.2937126278702635,0.04856173202727033,B
new,4,701,7.665986195206642,7.293646343896398,0.04857037853043083,B
old,4,701,7.665986195206642,7.293646343896398,0.04857037853043083,B
new,4,705,7.665811106562614,7.293580059922533,0.04855729439007681,B
old,4,705,7.665811106562614,7.293580059922533,0.04855729439007681,B
new,4,709,7.662340998649597,7.293513775948668,0.04813505725807961,B
old,4,709,7.662340998649597,7.293513775948668,0.04813505725807961,B
new,4,713,7.662340998649597,7.293447491974803,0.04814370787463099,B
old,4,713,7.662340998649597,7.293447491974803,0.04814370787463099,B
new,4,717,7.6614730060100555,7.2933812080009375,0.048044520645098905,B
old,4,717,7.6614730060100555,7.2933812080009375,0.048044520645098905,B
new,4,721,7.6614730060100555,7.293314924027072,0.04805317224170614,B
old,4,721,7.6614730060100555,7.293314924027072,0.04805317224170614,B
new,4,725,7.6614730060100555,7.293248640053207,0.048061823838313374,B
old,4,725,7.6614730060100555,7.293248640053207,0.048061823838313374,B
new,4,729,7.658977061510086,7.293182356079342,0.04776025603589184,B
old,4,729,7.658977061510086,7.293182356079342,0.04776025603589184,B
new,4,733,7.657872512936592,7.293116072105477,0.04763156349428975,B
old,4,733,7.657872512936592,7.293116072105477,0.04763156349428975,B
new,4,737,7.657872512936592,7.293049788131611,0.047640219158608166,B
old,4,737,7.657872512936592,7.293049788131611,0.047640219158608166,B
new,4,741,7.6545123010873795,7.292983504157746,0.047230807490932565,B
old,4,741,7.6545123010873795,7.292983504157746,0.047230807490932565,B
new,4,745,7.653066888451576,7.292917220183881,0.04705952182531666,B
old,4,745,7.653066888451576,7.292917220183881,0.04705952182531666,B
new,4,749,7.651088759303093,7.292850936210016,0.04682180985777867,B
old,4,749,7.651088759303093,7.292850936210016,0.04682180985777867,B
new,4,753,7.653066888451576,7.292784652236151,0.04707684402433343,B
old,4,753,7.653066888451576,7.292784652236151,0.04707684402433343,B
new,4,757,7.651088759303093,7.292718368262285,0.0468391365353145,B
old,4,757,7.651088759303093,7.292718368262285,0.0468391365353145,B
new,4,761,7.651088759303093,7.29265208428842,0.04684779987408241,B
